mol_id,title,num_confs,has_sites,b_lp_Chiralities_Consistent,i_epik_Tot_Q,i_epik_Tot_abs_Q,i_f3d_flags,i_lp_mmshare_version,i_m_ct_format,i_m_source_file_index,i_mol_phasedb_index,r_epik_Charging_Adjusted_Penalty,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_f3d_energy,r_f3d_relative_energy,r_lp_Energy,r_lp_tautomer_probability,s_epik_Chemistry_Notes,s_epik_cmdline,s_epik_input,s_lp_Force_Field,s_lp_Variant,s_lp_label,s_m_source_file,s_phase_Unique_SMILES,s_phase_variant,s_st_Chirality_1,s_st_Chirality_2,s_st_Chirality_3,s_st_Chirality_4,s_st_Chirality_5,s_st_Chirality_6,s_st_EZ_1
20037,Z1770242452,10,1,1,1,1,0,57141,2,26,20037,0.06588529704057711,0.0338,0.0329,0.0009,0.0329,1102.11531,0,21.836913,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1bY0hdW2NIXW5jMVtOSF1DKD1PKVtDQEhdMltDSDJdW0NIMl1bQ0gyXU4oW0NIMl0yKUMoW0NIM10pKFtDSDNdKUMjTg==,OPLS_2005,Z1770242452-2,26_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-005-in.maegz,N#CC(C)(C)[N@@H+](C1)CCC[C@H]1C(=O)Nc(c2C)nccc2,Z1770242452-1,11_R_9_21_12_29,15_R_16_21_14_44,NULL,NULL,NULL,NULL,NULL
20038,Z1743820737,10,1,1,1,3,0,57141,2,27,20038,0.557968785420706,0.279,0.279,0,0.279,1044.48869,0,46.063172,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,Tz1bTitdKFtPLV0pYzFbY0hdbmMoYyhDbClbY0hdMSlOMltDSDJdW0NIMl1bQ0gyXVtDQEBIXTJbQ0gyXU4zW0NIMl1bQ0gyXU9bQ0gyXVtDSDJdMw==,OPLS_2005,Z1743820737-2,27_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-005-in.maegz,C1COCC[NH+]1C[C@@H]2CCCN2c(c3Cl)ncc(c3)[N+]([O-])=O,Z1743820737-1,12_S_8_13_11_30,NULL,NULL,NULL,NULL,NULL,NULL
20039,Z1743820737,10,1,1,0,2,0,57141,2,27,20039,0.580271808526696,0.5803,0,0.5803,0.5803,54.41868,0,54.786352,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,Tz1bTitdKFtPLV0pYzFbY0hdbmMoYyhDbClbY0hdMSlOMltDSDJdW0NIMl1bQ0gyXVtDQEBIXTJbQ0gyXU4zW0NIMl1bQ0gyXU9bQ0gyXVtDSDJdMw==,OPLS_2005,Z1743820737-3,27_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,C1COCCN1C[C@H]2CCCN2c(c3Cl)ncc(c3)[N+]([O-])=O,Z1743820737-2,12_R_8_13_11_30,NULL,NULL,NULL,NULL,NULL,NULL
20040,Z1743819467,10,1,1,1,1,0,57141,2,28,20040,0.815464348471966,0.408,0.4077,0.0003,0.4077,1042.87907,0,41.377961,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0hdKFtDSDNdKWMxbnNjKG4xKU4yW0NIMl1bQ0gyXVtDSDJdW0NAQEhdMltDSDJdTjNbQ0gyXVtDSDJdT1tDSDJdW0NIMl0z,OPLS_2005,Z1743819467-1,28_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,CC(C)c1nc(sn1)N2CCC[C@@H]2C[NH+]3CCOCC3,Z1743819467-1,12_R_8_13_11_34,NULL,NULL,NULL,NULL,NULL,NULL
20041,Z1743819467,10,1,1,0,0,0,57141,2,28,20041,0.413642241894538,0.4144,0,0.4144,0.4136,38.65446,0,46.281574,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0hdKFtDSDNdKWMxbnNjKG4xKU4yW0NIMl1bQ0gyXVtDSDJdW0NAQEhdMltDSDJdTjNbQ0gyXVtDSDJdT1tDSDJdW0NIMl0z,OPLS_2005,Z1743819467-4,28_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_2,phasedb_3-LIGPREP-005-in.maegz,CC(C)c1nc(sn1)N2CCC[C@H]2CN3CCOCC3,Z1743819467-2,12_S_8_13_11_34,NULL,NULL,NULL,NULL,NULL,NULL
20042,Z1756462170,10,1,1,0,0,0,57141,2,29,20042,0.000199345905704408,0.0002,0.0002,0,-0,27.33052,0,25.231801,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0BIXTFbQ0gyXVtDSDJdT1tDQEBIXTFDKD1PKVtOSF1bQ0gyXVtDQEBIXShbQ0gyXVtDSDJdMilbQ0gyXW4oYzIzKVtjSF1jKG4zKUMoRikoRilG,OPLS_2005,Z1756462170-8,29_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_8,phasedb_3-LIGPREP-005-in.maegz,O1CC[C@@H](C)[C@@H]1C(=O)NC[C@H](CC2)Cn(c23)cc(n3)C(F)(F)F,Z1756462170-1,2_R_6_3_1_27,6_R_5_7_2_32,11_S_23_10_12_36,NULL,NULL,NULL,NULL
20043,Z1638368430,10,1,1,1,1,0,57141,2,30,20043,0.296927629622849,0.1485,0.1485,0,0.1485,1058.96284,0,14.909023,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXW4xbltjSF1bY0hdYzFbQ0gyXU4oW0NIMl1bQ0gyXTIpW0NIMl1bQ0gyXUMyKFtDSDNdKWMzbmMoW0NIM10pbm8z,OPLS_2005,Z1638368430-2,30_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-005-in.maegz,CCn1nccc1C[N@H+](CC2)CC[C@@]2(C)c(on3)nc3C,Z1638368430-1,9_ANS_8_10_21_45,12_ANS_11_13_14_20,NULL,NULL,NULL,NULL,NULL
20044,Z1638368430,10,1,1,0,0,0,57141,2,30,20044,0.892674410984706,0.8929,0,0.8929,0.8927,39.98224,0,16.54159,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXW4xbltjSF1bY0hdYzFbQ0gyXU4oW0NIMl1bQ0gyXTIpW0NIMl1bQ0gyXUMyKFtDSDNdKWMzbmMoW0NIM10pbm8z,OPLS_2005,Z1638368430-3,30_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,CCn1nccc1CN(CC2)CCC2(C)c(on3)nc3C,Z1638368430-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20045,Z1754524826,10,1,1,0,0,0,57141,2,31,20045,0,0.0002,0,0.0002,-0,239.02697,0,28.560812,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXW4xW2NIXWMoW2NIXW4xKVtDQEhdMk9bQ0gyXVtDSDJdW0NAQEhdMltOSF1TKD1PKSg9TyljM1tjSF1bY0hdYyhPW0NIM10pYyhbQ0gzXSljM1tDSDNd,OPLS_2005,Z1754524826-1,31_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,CCn(c1)ncc1[C@@H]2[C@H](CCO2)NS(=O)(=O)c(c(C)c3C)ccc3OC,Z1754524826-1,6_R_7_10_5_27,10_S_11_6_9_28,NULL,NULL,NULL,NULL,NULL
20046,Z1139479989,10,1,1,1,1,0,57141,2,32,20046,0.270126401087689,0.1351,0.1351,0,0.1351,22.03855,0,24.099169,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bzFbY0hdW2NIXVtjSF1jMS1jKG9jMltDSDNdKW5jMltDSDJdTjNbQ0gyXVtDSDJdW0NIMl1bQ0BASF0zW0NIMl1uNFtjSF1bY0hdW2NIXW40,OPLS_2005,Z1139479989-1,32_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,o1cccc1-c(n2)oc(C)c2C[N@H+]3CCC[C@@H]3Cn4cccn4,Z1139479989-1,13_R_17_12_14_44,17_R_13_18_16_38,NULL,NULL,NULL,NULL,NULL
20047,Z1139479989,10,1,1,0,0,0,57141,2,32,20047,0.942289271727459,0.9423,0,0.9423,0.9423,26.13663,0,27.720355,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bzFbY0hdW2NIXVtjSF1jMS1jKG9jMltDSDNdKW5jMltDSDJdTjNbQ0gyXVtDSDJdW0NIMl1bQ0BASF0zW0NIMl1uNFtjSF1bY0hdW2NIXW40,OPLS_2005,Z1139479989-5,32_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,o1cccc1-c(n2)oc(C)c2CN3CCC[C@@H]3Cn4cccn4,Z1139479989-2,17_R_13_18_16_38,NULL,NULL,NULL,NULL,NULL,NULL
20048,Z1547388508,10,1,1,0,0,0,57141,2,33,20048,0,0.0008,0,0.0008,-0,53.13709,0,36.760549,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bTkhdYzFuW2NIXWMoczEpQyg9TylOMltDSDJdW0NIMl1bQ0gyXVtDQEBIXTJbQ0gyXU9jM1tjSF1bY0hdW2NIXVtjSF1bY0hdMw==,OPLS_2005,Z1547388508-2,33_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-005-in.maegz,CNc(s1)ncc1C(=O)N2CCC[C@H]2COc3ccccc3,Z1547388508-1,13_S_9_14_12_34,NULL,NULL,NULL,NULL,NULL,NULL
20049,Z423441582,10,1,1,0,0,0,57141,2,34,20049,0.00498336860501844,0.005,0,0.005,0.005,32.47924,0,16.07207,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1bQ0hdMVtDSDJdT1tDSDJdQyg9TylbTkhdW0NAQEhdKGMyW2NIXVtjSF1bY0hdW2NIXW4yKWMzW2NIXVtjSF1bY0hdW2NIXVtjSF0z,OPLS_2005,Z423441582-1,34_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,C1CC1COCC(=O)N[C@@H](c2ccccn2)c3ccccc3,Z423441582-1,10_R_9_17_11_33,NULL,NULL,NULL,NULL,NULL,NULL
20050,Z1736591915,10,1,1,1,1,0,57141,2,35,20050,0.531125164163802,0.2656,0.2656,0,0.2656,1093.45664,0,61.601959,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0hdKFtDSDNdKU9bQ0gyXVtDSDJdT1tDSDJdYzFbY0hdW2NIXVtjSF1jKFtjSF0xKVtOSF1DKD1PKU4yW0NIMl1bQ0gyXVtDQEBIXShbQ0gyXTIpW0NIMl1OM1tDSDJdW0NIMl1PW0NIMl1bQ0gyXTM=,OPLS_2005,Z1736591915-1,35_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,C1COCC[NH+]1C[C@H]2CCN(C2)C(=O)Nc(ccc3)cc3COCCOC(C)C,Z1736591915-1,20_S_21_28_19_51,NULL,NULL,NULL,NULL,NULL,NULL
20051,Z1736591915,10,1,1,0,0,0,57141,2,35,20051,0.603285791496009,0.6032999999999999,0,0.6032999999999999,0.6032999999999999,86.41298,0,68.660545,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0hdKFtDSDNdKU9bQ0gyXVtDSDJdT1tDSDJdYzFbY0hdW2NIXVtjSF1jKFtjSF0xKVtOSF1DKD1PKU4yW0NIMl1bQ0gyXVtDQEBIXShbQ0gyXTIpW0NIMl1OM1tDSDJdW0NIMl1PW0NIMl1bQ0gyXTM=,OPLS_2005,Z1736591915-4,35_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_2,phasedb_3-LIGPREP-005-in.maegz,C1COCCN1C[C@@H]2CCN(C2)C(=O)Nc(ccc3)cc3COCCOC(C)C,Z1736591915-2,20_S_28_21_19_51,NULL,NULL,NULL,NULL,NULL,NULL
20052,Z381185986,10,1,1,0,0,0,57141,2,36,20052,0,0,0,0,-0,64.65405000000001,0,41.523988,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1jKFtDSDNdKW4objEpLWMyW2NIXVtjSF1jKFtjSF1uMilDKD1PKU4oW0NIXTNbQ0gyXVtDSDJdMylbQ0gyXWM0W2NIXVtjSF1jKEYpW2NIXVtjSF00,OPLS_2005,Z381185986-1,36_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,c1cc(F)ccc1CN(C2CC2)C(=O)c3ccc(nc3)-n(n4)c(C)cc4C,Z381185986-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20053,Z1521944427,10,1,1,0,0,0,57141,2,37,20053,0,0,0,0,-0,50.99428,0,4.212115,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXWMxW2NIXVtjSF1jKFtjSF1jMVtDSDJdW0NIM10pUyg9TykoPU8pTjJbQ0gyXVtDSDJdT1tDQEBIXShbQ0gyXTIpYzNbY0hdbm4oW0NIM10pW2NIXTM=,OPLS_2005,Z1521944427-2,37_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-005-in.maegz,CCc1c(CC)ccc(c1)S(=O)(=O)N(CCO2)C[C@@H]2c3cnn(C)c3,Z1521944427-1,14_S_13_21_15_37,NULL,NULL,NULL,NULL,NULL,NULL
20054,Z1630367257,10,1,1,0,0,0,57141,2,38,20054,0,0,0,0,-0,65.49639999999999,0,46.252587,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXWMxW2NIXVtjSF1jKFtjSF1jMVtDSDJdW0NIM10pW05IXUMoPU8pW05IXVtDSDJdW0NASF0yW0NIMl1DKD1PKU4oW0NIMl0yKVtDSF0zW0NIMl1bQ0gyXTM=,OPLS_2005,Z1630367257-1,38_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,C1CC1N2C[C@H](CC2=O)CNC(=O)Nc(c3)ccc(CC)c3CC,Z1630367257-1,12_R_20_11_13_36,NULL,NULL,NULL,NULL,NULL,NULL
20055,Z1712351917,10,1,1,0,0,0,57141,2,39,20055,0,0.0023,0,0.0023,-0,23.85653,0,14.879375,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,bjFbY0hdW2NIXVtjSF1uMVtDSDJdW0NIMl1bQ0BASF0oW0NIM10pW05IXWMyW2NIXVtuSF1uYzItYzNbY0hdW2NIXVtjSF1bY0hdbjM=,OPLS_2005,Z1712351917-1,39_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,n1cccn1CC[C@@H](C)Nc2c(n[nH]c2)-c3ccccn3,Z1712351917-1,2_R_10_3_1_26,NULL,NULL,NULL,NULL,NULL,NULL
20056,Z1661722933,10,1,1,1,1,0,57141,2,40,20056,0.0537706101149212,0.0269,0.0269,0,0.0269,1071.74625,0,38.601992,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11DKD1PKVtOSF1jMVtjSF1bY0hdW2NIXVtjSF1jMVtDSDJdTjJbQ0gyXVtDSDJdW0NIXShbQ0gyXVtDSDJdMilPW0NIMl1bQ0BIXTNbQ0gyXVtDSDJdT1tDSDJdMw==,OPLS_2005,Z1661722933-4,40_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_4,phasedb_3-LIGPREP-005-in.maegz,c1cccc(NC(=O)C)c1C[N@@H+](CC2)CC[C@@H]2OC[C@@H]3CCOC3,Z1661722933-1,12_ANR_11_13_24_53,15_ANR_14_16_23_39,18_R_17_22_19_42,NULL,NULL,NULL,NULL
20057,Z1724267439,10,1,1,1,1,0,57141,2,41,20057,0.509389711431223,0.0337,0.0335,0.0002,0.4759,943.33866,0,23.4224,0.5,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11OMVtDSDJdW0NIMl1OKFtDSDJdW0NIMl0xKVtDSDJdW0NIMl1bTkhdQyg9TyljMltjSF1bbkhdbmMyW0NIXTNbQ0gyXVtDSDJdW0NIMl1bQ0gyXVtDSDJdMw==,OPLS_2005,Z1724267439-1,41_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,C1CCCCC1c(n[nH]c2)c2C(=O)NCCN3CC[NH+](C)CC3,Z1724267439-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20058,Z1724267439,10,1,1,1,1,0,57141,2,41,20058,0.509389711431223,0.0337,0.0335,0.0002,0.4759,956.80629,0,28.201596,0.5,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11OMVtDSDJdW0NIMl1OKFtDSDJdW0NIMl0xKVtDSDJdW0NIMl1bTkhdQyg9TyljMltjSF1bbkhdbmMyW0NIXTNbQ0gyXVtDSDJdW0NIMl1bQ0gyXVtDSDJdMw==,OPLS_2005,Z1724267439-2,41_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,C1CCCCC1c([nH]nc2)c2C(=O)NCCN3CC[NH+](C)CC3,Z1724267439-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20059,Z1726257039,10,1,1,1,1,0,57141,2,42,20059,0.0754449919880107,0.0377,0.0377,0,0.0377,1101.8756,0,21.357514,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,TiNDW0NIMl1DKD1PKVtOSF1bQ0gyXVtDQEBIXShbQ0gyXVtDSDJdW0NIMl1OMVtDSDNdKVtDQEBIXTFjMltjSF1bY0hdYyhDKEYpKEYpRilbY0hdW2NIXTI=,OPLS_2005,Z1726257039-5,42_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_5,phasedb_3-LIGPREP-005-in.maegz,N#CCC(=O)NC[C@@H]1[C@H]([N@H+](C)CCC1)c(cc2)ccc2C(F)(F)F,Z1726257039-1,2_R_14_3_1_45,6_R_14_7_5_34,14_S_2_15_6_40,NULL,NULL,NULL,NULL
20060,Z1756530896,10,1,1,0,0,0,57141,2,43,20060,0,0.0001,0,0.0001,-0,22.97634,0,18.266054,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1zYyhuMSlbQ0BIXTJbQ0gyXU9bQ0gyXVtDSDJdTjJDKD1PKVtOSF1bQ0gyXWMzW2NIXVtjSF1jKHMzKVtDSDNd,OPLS_2005,Z1756530896-2,43_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-005-in.maegz,Cc(s1)ccc1CNC(=O)N2CCOC[C@H]2c(n3)scc3C,Z1756530896-1,6_S_11_5_7_27,NULL,NULL,NULL,NULL,NULL,NULL
20061,Z1139467200,10,1,1,0,0,0,57141,2,44,20061,0.33140756931916,0.3325,0,0.3325,0.3314,50.98066,0,14.220693,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMW5jKFtDSDNdKW4objEpW0NIMl1bQ0BIXTJbQ0gyXVtDSDJdW0NIMl1OKFtDSDJdMilbQ0gyXWMzW2NIXWMoW0NIM10pb24z,OPLS_2005,Z1139467200-1,44_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-005-in.maegz,n1oc(C)cc1CN(C2)CCC[C@@H]2Cn(n3)c(C)nc3C,Z1139467200-1,8_S_7_20_9_30,NULL,NULL,NULL,NULL,NULL,NULL
